user_id,seq_d1,seq_d2,domain_id,also_view,also_view_d1,also_view_d2
19174,"[13672, 5531]",[],0,[],[],[]
10959,"[18671, 9666, 23250, 33935]",[],0,[],[],[]
16717,"[5065, 5470, 17192, 17510]",[],0,[],[],[]
4732,"[15379, 7482, 12724]",[],0,[],[],[]
43363,[],"[6069, 36517, 2290, 33485, 15064, 9981]",1,"[29649, 24957]",[],"[29649, 24957]"
85254,[],"[21869, 13875, 33850, 1737]",1,[],[],[]
42094,[],"[18211, 32460, 12368, 2274, 26702, 23751, 12946, 1793, 35400]",1,"[22667, 36123, 27694, 37406, 25238, 37115, 25262]",[],"[22667, 36123, 27694, 37406, 25238, 37115, 25262]"
14748,"[32052, 25569, 15085]",[],0,[],[],[]
4313,"[10044, 31105, 25865, 5121, 31704]",[],0,[],[],[]
18426,"[32674, 29903, 26116, 1690]",[],0,[],[],[]
17598,"[32162, 16099]",[],0,[],[],[]
63164,[],"[18542, 25864, 23625, 8841, 8194]",1,[],[],[]
55756,[],"[26258, 16364, 13145, 975]",1,[],[],[]
16017,"[29957, 17021]",[],0,[],[],[]
84079,[],"[37624, 15714, 25947, 6101, 5485]",1,"[6626, 1036, 34204, 25577, 17946, 18878, 25089, 20668, 28912, 4687]",[],"[6626, 1036, 34204, 25577, 17946, 18878, 25089, 20668, 28912, 4687]"
82232,[],"[18831, 37170, 16478, 30873]",1,"[8176, 5218, 28211, 18362, 10461, 12889, 7712, 37125, 34647, 1268, 35721, 23141, 33895, 31879, 31072]",[],"[8176, 5218, 28211, 18362, 10461, 12889, 7712, 37125, 34647, 1268, 35721, 23141, 33895, 31879, 31072]"
18952,"[8946, 27978]",[],0,[],[],[]
69926,[],"[32122, 19151, 37451, 28076, 23753]",1,"[24977, 8692, 1860, 6927, 15102, 11511, 23617, 28466, 4922, 20331, 30298, 8197]",[],"[24977, 8692, 1860, 6927, 15102, 11511, 23617, 28466, 4922, 20331, 30298, 8197]"
9729,"[1565, 27717, 25572, 29369, 1133, 10395]",[],0,"[34421, 30455, 32153, 3325, 29061, 12655]","[34421, 30455, 32153, 3325, 29061, 12655]",[]
87195,[],"[23085, 8483, 27785]",1,[],[],[]
35542,[],"[13571, 1345, 1962, 5615]",1,[],[],[]
28790,[],"[9163, 768, 9738, 4134, 15643, 31687, 36874, 17517, 14800]",1,"[27835, 10615, 4992, 20927, 1080, 24515, 15327, 23978, 20657, 37306, 12642, 21872, 21952, 26290, 26329, 12836, 22360, 31794, 15643, 16166, 23461, 3880, 34397, 27835, 10615, 1866, 1080, 24515, 11750, 15327, 23978, 2519, 4429, 25942, 35923, 26290, 25160, 11881, 26329, 35549, 22360, 31794, 16166, 23461, 4134, 26231, 34754, 14628, 7461, 12091, 24556, 16928, 33582, 18173, 31740, 3182, 35262, 35230, 25614, 8397, 20143, 3589, 2714, 28718, 9162, 23170, 26494, 4588, 16915, 25088, 15720, 27600, 3268, 29361, 8176, 21654, 13636, 32346, 2454, 37112, 26033, 5228, 10912, 24970, 37089, 32548, 35909, 30350, 11292, 34172, 4873, 8288, 36682, 11876, 9512, 15721, 19936, 33285, 25130, 33287, 32501, 20879, 35109, 9947, 3358, 2130]",[],"[27835, 10615, 4992, 20927, 1080, 24515, 15327, 23978, 20657, 37306, 12642, 21872, 21952, 26290, 26329, 12836, 22360, 31794, 15643, 16166, 23461, 3880, 34397, 27835, 10615, 1866, 1080, 24515, 11750, 15327, 23978, 2519, 4429, 25942, 35923, 26290, 25160, 11881, 26329, 35549, 22360, 31794, 16166, 23461, 4134, 26231, 34754, 14628, 7461, 12091, 24556, 16928, 33582, 18173, 31740, 3182, 35262, 35230, 25614, 8397, 20143, 3589, 2714, 28718, 9162, 23170, 26494, 4588, 16915, 25088, 15720, 27600, 3268, 29361, 8176, 21654, 13636, 32346, 2454, 37112, 26033, 5228, 10912, 24970, 37089, 32548, 35909, 30350, 11292, 34172, 4873, 8288, 36682, 11876, 9512, 15721, 19936, 33285, 25130, 33287, 32501, 20879, 35109, 9947, 3358, 2130]"
5277,"[8238, 9434, 1565, 6554, 32722]",[],0,[],[],[]
30602,[],"[17936, 5045, 24144]",1,"[849, 10993, 33180, 1018, 22612, 36725, 37266, 1257, 28189, 5196, 22127, 33923, 25764, 35424, 31358, 21503, 21680, 2942, 11807, 11852, 28584, 18602, 29859, 31703]",[],"[849, 10993, 33180, 1018, 22612, 36725, 37266, 1257, 28189, 5196, 22127, 33923, 25764, 35424, 31358, 21503, 21680, 2942, 11807, 11852, 28584, 18602, 29859, 31703]"
68416,[],"[30420, 15277, 33662, 6467, 26984, 8578, 15669, 29709]",1,[],[],[]
19743,[],"[7176, 25926, 32858, 7996, 10250, 35033]",1,[],[],[]
55396,[],"[16002, 19738, 11199, 18048, 11376, 15559, 37515, 36665, 5347, 25953]",1,[],[],[]
68554,[],"[12503, 37559, 9159]",1,[],[],[]
38607,[],"[35381, 27292, 22365, 29965, 5784, 23003, 10943, 12330, 19112]",1,"[19064, 36986, 6288, 7357, 6549, 36786, 689, 6642, 20066]",[],"[19064, 36986, 6288, 7357, 6549, 36786, 689, 6642, 20066]"
129,"[7660, 18145, 15085, 26947, 21004]",[],0,"[29188, 15085, 19793, 22782, 33705, 4143, 24307, 7644, 609, 21111, 9330, 36868, 18145, 6116, 29907]","[29188, 15085, 19793, 22782, 33705, 4143, 24307, 7644, 609, 21111, 9330, 36868, 18145, 6116, 29907]",[]
35115,[],"[21607, 19892, 30256, 27366, 16769, 20104]",1,"[14553, 7547, 20823, 28265, 3510, 34915, 7231, 2966, 16005, 5166, 20696, 17255, 8435, 30520, 30080, 31903, 1236, 11075, 21544, 28287, 33128, 19950, 23756, 13530, 21586, 34119, 34802, 8963, 12959, 6503, 17344, 22820, 20171, 3384, 13744, 29400, 27703, 32143, 2728, 11528, 11767, 35180, 14791, 33495]",[],"[14553, 7547, 20823, 28265, 3510, 34915, 7231, 2966, 16005, 5166, 20696, 17255, 8435, 30520, 30080, 31903, 1236, 11075, 21544, 28287, 33128, 19950, 23756, 13530, 21586, 34119, 34802, 8963, 12959, 6503, 17344, 22820, 20171, 3384, 13744, 29400, 27703, 32143, 2728, 11528, 11767, 35180, 14791, 33495]"
8866,"[14826, 30699, 16671]",[],0,"[12821, 5544, 4929, 35122, 10541, 23968, 28114, 33945, 31827, 12820]","[12821, 5544, 4929, 35122, 10541, 23968, 28114, 33945, 31827, 12820]",[]
74150,[],"[7289, 5724, 17463, 18336, 22864]",1,[],[],[]
54889,[],"[8773, 1569, 30634, 26307, 28985, 17229]",1,"[16516, 27450, 3811, 19336, 5116]",[],"[16516, 27450, 3811, 19336, 5116]"
76830,[],"[24683, 10675, 14614, 6085]",1,[],[],[]
33588,[],"[26951, 3266, 28640, 31858, 19873]",1,"[6617, 7855, 25217, 16819, 10875, 30457, 28188, 15709, 1576, 13459, 32412, 32900, 28640, 5598, 11109, 32140, 9780, 16471, 32875, 1953, 18959, 23845, 30972, 26140, 26915, 16357]",[],"[6617, 7855, 25217, 16819, 10875, 30457, 28188, 15709, 1576, 13459, 32412, 32900, 28640, 5598, 11109, 32140, 9780, 16471, 32875, 1953, 18959, 23845, 30972, 26140, 26915, 16357]"
76345,[],"[13006, 32092, 22025, 33327, 16130]",1,[],[],[]
84149,[],"[25499, 11206, 17986, 1649, 8115, 4717]",1,"[19661, 9796, 32271, 33540, 30174, 26859, 6187, 8087, 6669, 25793, 6473, 8055, 11268, 3049, 9002, 30326, 32758, 1277, 15481, 2199]",[],"[19661, 9796, 32271, 33540, 30174, 26859, 6187, 8087, 6669, 25793, 6473, 8055, 11268, 3049, 9002, 30326, 32758, 1277, 15481, 2199]"
47276,[],"[28117, 2070, 20305, 11197]",1,"[12877, 30486, 986, 34040, 27805, 23127, 35574, 24184, 11395, 13187, 30197, 21346, 18934, 31470, 24176, 36762, 36390, 18575, 24567, 24153, 25579, 16499, 21708, 20508, 23739, 8501, 16048, 25134, 3863, 18377, 3983, 31156, 25483, 21799, 15602]",[],"[12877, 30486, 986, 34040, 27805, 23127, 35574, 24184, 11395, 13187, 30197, 21346, 18934, 31470, 24176, 36762, 36390, 18575, 24567, 24153, 25579, 16499, 21708, 20508, 23739, 8501, 16048, 25134, 3863, 18377, 3983, 31156, 25483, 21799, 15602]"
53017,[],"[22348, 2686, 37176, 36785, 15696, 27983]",1,"[18354, 36825, 37089, 14800, 4026, 34948, 30350, 11360, 26240, 8288, 36254, 20165, 8128, 8600, 9512, 35387, 32499, 20367, 6027, 15939, 9947, 25704, 3842, 2130, 9057, 9839, 25490, 24079, 31733, 8762, 9684, 16085, 1493, 26855, 27857, 29955, 23020, 27662, 24431]",[],"[18354, 36825, 37089, 14800, 4026, 34948, 30350, 11360, 26240, 8288, 36254, 20165, 8128, 8600, 9512, 35387, 32499, 20367, 6027, 15939, 9947, 25704, 3842, 2130, 9057, 9839, 25490, 24079, 31733, 8762, 9684, 16085, 1493, 26855, 27857, 29955, 23020, 27662, 24431]"
11084,"[29017, 18386, 12407, 29903, 24909]",[],0,[],[],[]
84484,[],"[34080, 26093, 37378, 18923]",1,[],[],[]
18960,"[16388, 930, 5988, 26806]",[],0,[],[],[]
40191,[],"[34128, 13519, 1826, 35927, 2871, 9720]",1,[],[],[]
17867,"[36563, 3222, 27814, 15114]",[],0,[],[],[]
52613,[],"[36849, 9972, 17271, 8893, 16090, 3934, 26103, 28280, 25213]",1,"[11493, 26705, 14982, 32698, 8225, 17062, 14082, 34449, 34219, 16662, 1050, 28341, 19494, 9328, 30164, 35731, 27371, 5166, 7011, 11075, 21544, 14553, 26320, 19245, 20823, 8435, 28287, 2966, 30080, 31903, 16005, 17514, 15256, 12359, 36313, 27227, 7858, 37316, 16330, 23330, 7110, 11624, 10653, 34496, 16504, 34457, 12463]",[],"[11493, 26705, 14982, 32698, 8225, 17062, 14082, 34449, 34219, 16662, 1050, 28341, 19494, 9328, 30164, 35731, 27371, 5166, 7011, 11075, 21544, 14553, 26320, 19245, 20823, 8435, 28287, 2966, 30080, 31903, 16005, 17514, 15256, 12359, 36313, 27227, 7858, 37316, 16330, 23330, 7110, 11624, 10653, 34496, 16504, 34457, 12463]"
85149,[],"[11853, 29710, 35893, 3385, 32475, 5116]",1,"[13890, 31794, 10615, 21952, 9335, 34464, 28005, 36949, 2713, 25954, 9811]",[],"[13890, 31794, 10615, 21952, 9335, 34464, 28005, 36949, 2713, 25954, 9811]"
59216,[],"[34941, 27603, 18854, 607, 15035, 30719, 17348]",1,"[25403, 24723, 23663, 19119, 28361, 35131, 34271, 4514, 11817, 11269, 3739, 30291, 19986, 6115, 19595]",[],"[25403, 24723, 23663, 19119, 28361, 35131, 34271, 4514, 11817, 11269, 3739, 30291, 19986, 6115, 19595]"
19355,"[3929, 1328, 26728]",[],0,[],[],[]
22756,[],"[17978, 36313, 29682, 8557, 8416]",1,[],[],[]
37011,[],"[23584, 11607, 25911, 35118, 31398, 33147]",1,"[13524, 32924, 22499, 7720, 27921, 35797, 5696, 20050, 4731, 2511, 7088, 6168, 27149, 28227]",[],"[13524, 32924, 22499, 7720, 27921, 35797, 5696, 20050, 4731, 2511, 7088, 6168, 27149, 28227]"
77024,[],"[25864, 33662, 11206, 20588, 34799, 31108, 17896, 13844, 31078, 8221, 8194]",1,[],[],[]
10903,"[26967, 32338, 33983, 14622, 31980]",[],0,[],[],[]
65020,[],"[21842, 24599, 16009, 7729, 1368]",1,[],[],[]
25336,[],"[8945, 30845, 15113, 27855, 27769, 34886, 5713]",1,"[25547, 26525, 32756, 20378, 14875, 31787, 58, 18005, 14663, 18956, 24928, 30078, 18088, 27962, 27423, 7835, 31314, 28950, 21488, 24431]",[],"[25547, 26525, 32756, 20378, 14875, 31787, 58, 18005, 14663, 18956, 24928, 30078, 18088, 27962, 27423, 7835, 31314, 28950, 21488, 24431]"
80673,[],"[7940, 28603, 21652, 23335, 1683]",1,[],[],[]
67887,[],"[29815, 25516, 33600, 23170, 15685, 36830, 19461, 2014, 31676, 22540, 1359]",1,"[33661, 13806]",[],"[33661, 13806]"
6420,"[17115, 26808]",[],0,[],[],[]
65793,[],"[16061, 29564, 31582, 2740, 9085, 22297, 4353, 35267, 32518, 9873, 15192, 24579, 27162, 27670]",1,"[8168, 36377, 28511, 2121, 23481, 425, 5585, 12035, 37422, 32951, 12127]",[],"[8168, 36377, 28511, 2121, 23481, 425, 5585, 12035, 37422, 32951, 12127]"
25506,[],"[31185, 4897, 9033, 37179, 23715]",1,"[22039, 7863, 13142, 28306, 1604, 25427, 27886, 31317, 15368, 13540, 16346, 19647, 28389, 28465, 10324, 37387, 9283, 14198, 25240, 11735, 9744, 28436, 34272, 17806, 13716, 27189, 443, 6773, 37510, 36762, 6660, 21699, 24180, 24567, 37301, 24715, 24153, 11323, 8754, 458, 16499, 33634, 36402, 21708, 20508, 23739, 8227, 22531, 8501, 16048, 25134, 3863, 34669, 34238, 18377, 3983, 31156, 26668, 25483, 21799, 15602, 12127, 36207, 28177, 5696, 4731, 27149, 2686, 27742, 37195, 6508]",[],"[22039, 7863, 13142, 28306, 1604, 25427, 27886, 31317, 15368, 13540, 16346, 19647, 28389, 28465, 10324, 37387, 9283, 14198, 25240, 11735, 9744, 28436, 34272, 17806, 13716, 27189, 443, 6773, 37510, 36762, 6660, 21699, 24180, 24567, 37301, 24715, 24153, 11323, 8754, 458, 16499, 33634, 36402, 21708, 20508, 23739, 8227, 22531, 8501, 16048, 25134, 3863, 34669, 34238, 18377, 3983, 31156, 26668, 25483, 21799, 15602, 12127, 36207, 28177, 5696, 4731, 27149, 2686, 27742, 37195, 6508]"
57225,[],"[33484, 22875, 11837, 35270, 8907]",1,[],[],[]
73559,[],"[9732, 3209, 31757]",1,"[33079, 25526, 5441, 36557, 26819, 15753, 29076, 17180, 12385, 29316, 3621, 17336, 17959, 6155, 19345, 21829, 9740, 15976, 5990, 26589, 17315, 14706, 24208, 3876, 23712, 36241, 36139, 10338, 24391]",[],"[33079, 25526, 5441, 36557, 26819, 15753, 29076, 17180, 12385, 29316, 3621, 17336, 17959, 6155, 19345, 21829, 9740, 15976, 5990, 26589, 17315, 14706, 24208, 3876, 23712, 36241, 36139, 10338, 24391]"
17199,"[27536, 4411, 25815, 28805]",[],0,[],[],[]
7172,"[29603, 11037, 32720, 6031]",[],0,[],[],[]
19517,"[30275, 4419, 25099, 6342]",[],0,[],[],[]
65204,[],"[14470, 33916, 619, 25094]",1,[],[],[]
17709,"[5050, 33021, 36307, 10552]",[],0,[],[],[]
13029,"[32338, 30838]",[],0,[],[],[]
83233,[],"[19785, 22033, 15186, 1311]",1,[],[],[]
2172,"[11403, 29273, 30682, 327, 33767]",[],0,[],[],[]
27719,[],"[24911, 27163, 7616, 26526, 34647]",1,"[27639, 34548, 13890, 28674, 10538, 35756, 36949, 34464, 17748, 95, 25954, 2389]",[],"[27639, 34548, 13890, 28674, 10538, 35756, 36949, 34464, 17748, 95, 25954, 2389]"
49272,[],"[22121, 29581, 20492, 27884]",1,"[16649, 11255, 6952, 18083, 5071, 3251, 6231, 915, 27872, 32172, 36104, 30602]",[],"[16649, 11255, 6952, 18083, 5071, 3251, 6231, 915, 27872, 32172, 36104, 30602]"
13826,"[28989, 20831, 28226]",[],0,[],[],[]
21548,[],"[33018, 6790, 445, 36816, 1834, 24129, 7562, 12222]",1,"[21635, 10206, 36761, 2376, 19139, 17875]",[],"[21635, 10206, 36761, 2376, 19139, 17875]"
86039,[],"[2616, 26626, 19930, 4115, 4580, 6404]",1,[],[],[]
37855,[],"[11238, 3702, 11216, 37387, 21064, 8595, 1452, 10343, 26820]",1,"[31489, 30868, 7404, 26447, 20387, 21558, 24115, 31569, 12560, 5713, 14776, 19203, 14536, 26168, 26689, 16009, 31425, 11434, 11558, 18592, 21151, 16237, 30683, 2160, 23381, 27527, 27642, 2415, 34933, 24977, 8692, 35670, 1860, 6927, 20711, 11511, 15102, 28466, 23617, 20331, 30298, 10187, 16966, 4161, 8197, 7041]",[],"[31489, 30868, 7404, 26447, 20387, 21558, 24115, 31569, 12560, 5713, 14776, 19203, 14536, 26168, 26689, 16009, 31425, 11434, 11558, 18592, 21151, 16237, 30683, 2160, 23381, 27527, 27642, 2415, 34933, 24977, 8692, 35670, 1860, 6927, 20711, 11511, 15102, 28466, 23617, 20331, 30298, 10187, 16966, 4161, 8197, 7041]"
17149,"[37098, 34521, 22808, 6868]",[],0,[],[],[]
11014,"[29098, 2237, 15619, 29720, 15317]",[],0,"[17714, 4312, 35613, 14522, 32780, 29068, 15794, 3747, 4312, 17284, 6844, 12365, 37388, 5758, 15627, 24140]","[17714, 4312, 35613, 14522, 32780, 29068, 15794, 3747, 4312, 17284, 6844, 12365, 37388, 5758, 15627, 24140]",[]
66427,[],"[30693, 6756, 7124, 8783, 15939]",1,[],[],[]
88871,[],"[17695, 21229, 17655, 28565, 13130]",1,"[3963, 9684, 23663, 28361, 1493, 17520, 17631, 24431, 14866, 36653, 19405, 17117, 37286, 10538, 15156, 35756, 18717, 34177, 24515, 2713, 25639, 16945, 25954, 2389, 3880]",[],"[3963, 9684, 23663, 28361, 1493, 17520, 17631, 24431, 14866, 36653, 19405, 17117, 37286, 10538, 15156, 35756, 18717, 34177, 24515, 2713, 25639, 16945, 25954, 2389, 3880]"
35903,[],"[33628, 34128, 32557, 21064, 32292, 12665, 18314, 968]",1,"[31489, 30868, 7404, 26447, 20387, 21558, 24115, 31569, 12560, 5713, 14776, 19203, 14536, 26168, 26689, 16009, 31425, 11434, 11558, 18592, 21151, 16237, 30683, 2160, 23381, 27527, 27642, 2415, 31170, 14100, 32122, 16362, 1018, 5551, 18764, 22127, 2676, 33923, 25764, 21680, 11807, 10399, 19003, 28584, 11852, 30399, 16392, 18602, 18493, 22104, 29859, 31703]",[],"[31489, 30868, 7404, 26447, 20387, 21558, 24115, 31569, 12560, 5713, 14776, 19203, 14536, 26168, 26689, 16009, 31425, 11434, 11558, 18592, 21151, 16237, 30683, 2160, 23381, 27527, 27642, 2415, 31170, 14100, 32122, 16362, 1018, 5551, 18764, 22127, 2676, 33923, 25764, 21680, 11807, 10399, 19003, 28584, 11852, 30399, 16392, 18602, 18493, 22104, 29859, 31703]"
25410,[],"[17937, 14561, 31370, 3609]",1,[],[],[]
5046,"[31705, 741, 4114]",[],0,[],[],[]
83533,[],"[10477, 14099, 2052, 30849]",1,[],[],[]
84517,[],"[26248, 18573, 5752]",1,[],[],[]
13733,"[34651, 11777, 32082, 15364]",[],0,[],[],[]
5246,"[8238, 29934, 29006, 31501]",[],0,[],[],[]
3463,"[14314, 30295, 4292, 6274, 25478]",[],0,"[28818, 26123, 21608, 33606, 9081, 5137, 3628, 1157, 25902, 25293, 8396, 36719, 17846, 18947, 13118, 26238, 26110, 3754]","[28818, 26123, 21608, 33606, 9081, 5137, 3628, 1157, 25902, 25293, 8396, 36719, 17846, 18947, 13118, 26238, 26110, 3754]",[]
48330,[],"[35213, 32956, 29951, 12222, 18100]",1,[],[],[]
61534,[],"[21218, 5818, 6148, 24034, 19685, 22543]",1,"[8692, 1860, 6927, 28466, 8595, 23914, 19650, 1860, 6927, 31509, 25749, 30486, 10373, 10308, 9564, 16898, 13494, 25425, 12515, 19988, 7743, 34040, 22379, 34594, 19758, 24602, 27339, 10138, 21429, 11801, 19935, 22970, 10268, 3633, 301, 74, 24201, 35893, 11009, 29685, 9129, 8369, 21161, 33118, 11486, 1476, 32723, 22549, 31449]",[],"[8692, 1860, 6927, 28466, 8595, 23914, 19650, 1860, 6927, 31509, 25749, 30486, 10373, 10308, 9564, 16898, 13494, 25425, 12515, 19988, 7743, 34040, 22379, 34594, 19758, 24602, 27339, 10138, 21429, 11801, 19935, 22970, 10268, 3633, 301, 74, 24201, 35893, 11009, 29685, 9129, 8369, 21161, 33118, 11486, 1476, 32723, 22549, 31449]"
85430,[],"[27938, 20718, 25043, 14056, 896, 1160, 33827, 4309]",1,[],[],[]
85757,[],"[21676, 25829, 31083]",1,"[15775, 36462, 13719, 36786, 13574, 2559, 6288, 16001, 36795, 26763, 24404, 22921, 22960, 8400, 28831, 12783, 18883, 6642, 17189, 28099, 29365, 15896, 6552]",[],"[15775, 36462, 13719, 36786, 13574, 2559, 6288, 16001, 36795, 26763, 24404, 22921, 22960, 8400, 28831, 12783, 18883, 6642, 17189, 28099, 29365, 15896, 6552]"
74701,[],"[30921, 908, 9334, 15559, 14351]",1,"[11305, 12359, 6955, 5497, 23007, 29436, 20881, 8414, 37316, 35641, 7110, 5180, 35413, 30556, 3266, 29722, 26093, 28301]",[],"[11305, 12359, 6955, 5497, 23007, 29436, 20881, 8414, 37316, 35641, 7110, 5180, 35413, 30556, 3266, 29722, 26093, 28301]"
2569,"[15565, 22929]",[],0,[],[],[]
7483,"[11298, 22846, 15505, 2371, 19210]",[],0,[],[],[]
80044,[],"[33662, 25219, 34035, 4933, 24308]",1,[],[],[]
31416,[],"[23074, 33283, 3980, 31886, 1849, 8175, 8412]",1,"[4935, 30487, 20510, 20469, 18525, 19000, 28752, 16840, 31886, 11384, 35958, 34076, 7044, 36262, 28251]",[],"[4935, 30487, 20510, 20469, 18525, 19000, 28752, 16840, 31886, 11384, 35958, 34076, 7044, 36262, 28251]"
9794,"[36840, 3317, 25955, 5942]",[],0,[],[],[]
83963,[],"[16364, 26249, 35157, 17667, 29208, 14181]",1,"[3663, 5342, 6709, 24957, 9518, 3538, 18394, 28515, 22513, 36255, 17377, 33762]",[],"[3663, 5342, 6709, 24957, 9518, 3538, 18394, 28515, 22513, 36255, 17377, 33762]"
13700,"[12319, 25815]",[],0,[],[],[]
55664,[],"[22222, 10523, 15035, 4110, 10114, 36974, 25036]",1,"[13516, 23954, 9722, 16842, 21214, 18048, 30719, 16465, 5925, 25634, 6358, 23982, 24231, 9056, 29214]",[],"[13516, 23954, 9722, 16842, 21214, 18048, 30719, 16465, 5925, 25634, 6358, 23982, 24231, 9056, 29214]"
32708,[],"[4748, 27034, 7275, 21721]",1,[],[],[]
71650,[],"[20696, 28133, 15616, 28344, 19501, 11701, 26105]",1,"[1524, 37586, 4196, 23626, 24179, 7439, 8085, 6351, 29502, 10151, 18069, 25158, 17991, 30109, 21284, 32212, 997, 23607, 7634, 28676, 15259, 29171, 18549, 23743, 27102, 35462, 6170, 20985, 25957, 26805, 37113, 23752, 14626, 29078, 21687, 35215, 29916, 8050, 31254, 20667, 34197, 26604, 2687, 23830, 24835]",[],"[1524, 37586, 4196, 23626, 24179, 7439, 8085, 6351, 29502, 10151, 18069, 25158, 17991, 30109, 21284, 32212, 997, 23607, 7634, 28676, 15259, 29171, 18549, 23743, 27102, 35462, 6170, 20985, 25957, 26805, 37113, 23752, 14626, 29078, 21687, 35215, 29916, 8050, 31254, 20667, 34197, 26604, 2687, 23830, 24835]"
5884,"[7456, 23907, 12126]",[],0,[],[],[]
29008,[],"[15299, 12812, 2323, 35487, 7271, 35027, 31321, 14616, 20737, 13449, 9605, 13025, 11892, 7520, 15035, 11181]",1,"[9186, 15343]",[],"[9186, 15343]"
55577,[],"[30000, 28801, 24976, 13025, 26819, 10840]",1,"[9186, 15343]",[],"[9186, 15343]"
75390,[],"[29564, 29932, 11767, 19315, 8232]",1,[],[],[]
55338,[],"[19892, 34828, 35011, 2026, 36286, 16402, 20869]",1,"[24846, 281, 13219, 5319, 36070, 31988, 7516, 22653, 15290, 29093, 1545, 32337, 29100, 4745, 8262, 2193, 14133, 611, 11774, 22329]",[],"[24846, 281, 13219, 5319, 36070, 31988, 7516, 22653, 15290, 29093, 1545, 32337, 29100, 4745, 8262, 2193, 14133, 611, 11774, 22329]"
15865,"[1174, 25858, 2263, 9501, 21370]",[],0,"[5201, 1263, 987, 21993, 32531, 22169, 23911, 3224, 17318, 2737, 17772, 35158, 27058]","[5201, 1263, 987, 21993, 32531, 22169, 23911, 3224, 17318, 2737, 17772, 35158, 27058]",[]
56859,[],"[11498, 14470, 22475, 923, 32989, 30446, 6968, 29405]",1,[],[],[]
12201,"[4059, 28989, 11600, 20660]",[],0,[],[],[]
30605,[],"[17936, 16112, 16881, 15901, 24574, 26646, 30259, 25213]",1,"[849, 10993, 33180, 1018, 22612, 36725, 37266, 1257, 28189, 5196, 22127, 33923, 25764, 35424, 31358, 21503, 21680, 2942, 11807, 11852, 28584, 18602, 29859, 31703, 8306, 8401, 24153, 11323, 24176, 15602, 21708, 18377, 3983]",[],"[849, 10993, 33180, 1018, 22612, 36725, 37266, 1257, 28189, 5196, 22127, 33923, 25764, 35424, 31358, 21503, 21680, 2942, 11807, 11852, 28584, 18602, 29859, 31703, 8306, 8401, 24153, 11323, 24176, 15602, 21708, 18377, 3983]"
16739,"[12196, 18437, 32162]",[],0,"[16303, 37636, 26867, 15768, 33413, 286, 12848, 3871, 26090, 1075, 31782, 33303, 37098, 25112, 17224, 36587, 33194, 35392]","[16303, 37636, 26867, 15768, 33413, 286, 12848, 3871, 26090, 1075, 31782, 33303, 37098, 25112, 17224, 36587, 33194, 35392]",[]
87588,[],"[11666, 12197, 36404, 29511, 30202]",1,[],[],[]
64182,[],"[36473, 15485, 18939, 13171, 29097, 24716, 3983, 12429]",1,[],[],[]
85099,[],"[9121, 18, 32091]",1,"[29536, 8412, 13846, 2812]",[],"[29536, 8412, 13846, 2812]"
28998,[],"[15299, 9968, 30359, 27781, 10991, 14767]",1,[],[],[]
68761,[],"[21799, 115, 25941, 4847, 30719]",1,[],[],[]
9199,"[30954, 1565, 23642, 34733, 3321]",[],0,[],[],[]
58632,[],"[13670, 18542, 5682, 4297, 4083, 7704]",1,[],[],[]
62382,[],"[17316, 2686, 12481, 20065, 5800, 20726]",1,[],[],[]
7350,"[5151, 1217, 15944]",[],0,[],[],[]
27660,[],"[26784, 4036, 4813, 18736]",1,"[26860, 18314]",[],"[26860, 18314]"
91993,[],"[13814, 1702, 11795, 1493, 14662, 20152]",1,"[29655, 33042, 494, 16533, 17244, 26715, 36356, 25049, 34691, 10472, 6827, 3259, 4585, 631, 9814, 27138, 15674, 33679, 30968, 17348, 4173, 8408, 11664, 23772, 19367, 9262]",[],"[29655, 33042, 494, 16533, 17244, 26715, 36356, 25049, 34691, 10472, 6827, 3259, 4585, 631, 9814, 27138, 15674, 33679, 30968, 17348, 4173, 8408, 11664, 23772, 19367, 9262]"
